Act on Event,ACTONEVent:ACTION:AUXOUT:STATE <0|1|OFF|ON>,ACTONEVent:ACTION:AUXOUT:STATE?,,"Available for MDO3000 series models only.
","1, ON sends a pulse to the Auxiliary Out port when the specified event occurs.
0, OFF turns off this action.
","ACTONEVENT:ACTION:AUXOUT:STATE ON specifies to send a pulse to the
Auxiliary Out port when the specified event occurs.
","Sends a pulse to the Auxiliary Out port when a specified event occurs, or queries
the state of the “pulse to aux out” action. The default state is 0 (off).
To specify an event, use the command ACTONEVent:EVENTTYPe.
"
Act on Event,ACTONEVent:ACTION:EMAIL:SETUp:TOADDRess <QString>,ACTONEVent:ACTION:EMAIL:SETUp:TOADDRess?,,"Available for MDO3000 series models only.
","Quoted string that represents the recipient’s email address. The maximum number
of characters allowed is 128.
","ACTONEVENT:ACTION:EMAIL:SETUP:TOADDRESS
“george.wilcox@tektronix.com” sets the recipient’s email address to
george.wilcox@tektronix.com.
","Sets (or queries) the email address for the recipient when the
ACTONEVent:ACTION:EMAIL:STATE command is used.
To set up the email address for the sender, use EMAIL:SETUp:FROMADDRess.
"
Act on Event,ACTONEVent:ACTION:EMAIL:STATE <0|1|OFF|ON>,ACTONEVent:ACTION:EMAIL:STATE?,,"Available for MDO3000 series models only.
","1, ON sends an email when the specified event occurs.
0, OFF turns off this action.
","ACTONEVENT:ACTION:EMAIL:STATE ON specifies to send an email when the
specified event occurs.
","Sends an email when a specified event occurs, or queries the state of the “send
email” action. The default state is 0 (off).
To specify an email address for the recipient, use the command
ACTONEVent:ACTION:EMAIL:SETUp:TOADDRess.
To specify an event, use the command ACTONEVent:EVENTTYPe.
"
Act on Event,ACTONEVent:ACTION:PRINT:STATE <0|1|OFF|ON>,ACTONEVent:ACTION:PRINT:STATE?,,"Available for MDO3000 series models only.
","1, ON sends a screen image to the printer when the specified event occurs.
0, OFF turns off this action.
","ACTONEVENT:ACTION:PRINT:STATE ON specifies to send a screen image to the
printer when the specified event occurs.
","Sends a screen image to a printer when a specified event occurs, or queries the
state of the “send screen image” action. The default state is 0 (off).
To specify an event, use the command ACTONEVent:EVENTTYPe.
"
Act on Event,ACTONEVent:ACTION:SAVEIMAGE:STATE <0|1|OFF|ON>,ACTONEVent:ACTION:SAVEIMAGE:STATE?,,"Available for MDO3000 series models only.
","1, ON saves a screen image to a file when the specified event occurs.
0, OFF turns off this action.
","ACTONEVENT:ACTION:SAVEIMAGE:STATE ON specifies to save a screen image
to a file when the specified event occurs.
","Saves a screen image to file when a specified event occurs, or queries the state of
the “save screen image to a file” action. The default state is 0 (off).
To specify an event, use the command ACTONEVent:EVENTTYPe.
"
Act on Event,ACTONEVent:ACTION:SAVEWFM:STATE <0|1|OFF|ON>,ACTONEVent:ACTION:SAVEWFM:STATE?,,"Available for MDO3000 series models only.
","1, ON saves the waveform to a file when the specified event occurs.
0, OFF turns off this action.
","ACTONEVENT:ACTION:SAVEWFM:STATE ON specifies to save a waveform to a
file when the specified event occurs.
","Saves the currently selected waveform data to a file when a specified event occurs,
or queries the state of the “save waveform to file” action. The default state is 0
(off).
To specify an event, use the command ACTONEVent:EVENTTYPe.
"
Act on Event,ACTONEVent:ACTION:SRQ:STATE <0|1|OFF|ON>,ACTONEVent:ACTION:SRQ:STATE?,,"Available for MDO3000 series models only.
","1, ON generates an SRQ when the specified event occurs.
0, OFF turns off this action.
","ACTONEVENT:ACTION:SRQ:STATE ON specifies to generate an SRQ when the
specified event occurs.
","Sets or returns the enabled state of the generate service request (SRQ) action
when a specified event occurs. The default state is 0.
When this control is set, the instrument will set the OPC bit (bit 0) in the SESR
(Standard Events Status Register) when the specified event occurs. In order to
generate a service request interrupt (SRQ), the SRER (Service Request Enable
Register), DESER (Device Event Status Enable Register), and the ESER (Event
Status Enable Register) must be set appropriately as described in the programmer
manual Synchronization Methods section. Upon completion of the mask test,
event code 2600 (""Mask testing complete"") is queued to the event queue.
NOTE. With this setting enabled, a *OPC? query will not return until the specified
event occurs. Users should be aware of this when using synchronization methods
such as *OPC? and *WAI for other operations.
To specify an event, use the command ACTONEVent:EVENTTYPe.
"
Act on Event,ACTONEVent:ACTION:STOPACQ:STATE <0|1|OFF|ON>,ACTONEVent:ACTION:STOPACQ:STATE?,,"Available for MDO3000 series models only.
","1, ON stops acquisitions when the specified event occurs.
0, OFF turns off this action.
","ACTONEVENT:ACTION:STOPACQ:STATE ON specifies to stop acquisitions when
the specified event occurs.
","Stops acquisitions when a specified event occurs, or queries the state of the “stop
acquisition” action. The default state is 0 (off).
To specify an event, use the command ACTONEVent:EVENTTYPe.
"
Act on Event,ACTONEVent:ACTION:VISUAL:STATE <0|1|OFF|ON>,ACTONEVent:ACTION:VISUAL:STATE?,,"Available for MDO3000 series models only.
","1, ON displays a visual notification when the specified event occurs.
0, OFF turns off this action.
","ACTONEVENT:ACTION:VISUAL:STATE ON specifies to display a visual
notification when the specified event occurs.
","Displays a visual notification when a specified event occurs, or queries the state of
the “display a visual notification” action. The default state is 0 (off).
To specify an event, use the command ACTONEVent:EVENTTYPe.
"
Act on Event,ACTONEVent:EVENTTYPe <NONe|TRIGger|ACQCOMPLete>,ACTONEVent:EVENTTYPe?,,"Available for MDO3000 series models only.
","NONe no event (this is the default).
TRIGger specifies to act when a trigger occurs.
ACQCOMPLete specifies to act when acquisition completes.
","ACTONEVENT:EVENTTYPE ACQCOMPLETE specifies to take action when
acquisition completes.
","Specifies (or queries) which event to act on (TRIGger, ACQCOMPLete, or
NONe) when using an Act on Event command. The default is NONe.
To specify the action to take, use the ACTONEVent:ACTION commands.
"
Act on Event,ACTONEVent:NUMACQs <NR1>,ACTONEVent:NUMACQs?,,"Available for MDO3000 series models only.
","Integer which can be set as follows:
Table 2-49:
From To Resolution
1 100 1
100 1000 10
1000 10,000 100
10,000 1,000,000 1000
","ACTONEVENT:NUMACQS 350 specifies to take the specified action when 350
acquisitions have been completed.
","Sets (or queries) the number of acquisitions to complete for the event type
ACQCOMPLete. The default is 1 acquisition.
To set the event type to ACQCOMPLete, use the ACTONEVent:EVENTTYPe
command.
"
Act on Event,ACTONEVent:REPEATCount <NR1>,ACTONEVent:REPEATCount?,,"Available for MDO3000 series models only.
","NR1 is an integer that specifies the number of events to run. The default
is 1 event and the maximum is 1000000 events. A repeat count greater
than 1000000 specifies to run forever. In this case, the action on event can be
terminated by setting the state for all actions to OFF. When the repeat count is set
to infinite, the query returns 9.9E+37 (IEEE positive infinity).
",,"Sets or returns the number of events to run.
To specify an event, use the command ACTONEVent:EVENTTYPe.
"
AFG,AFG:AMPLitude <NR3>,AFG:AMPLitude?,,"MDO3000 series only. Requires the MDO3AFG option installed.
","Floating point number that represents the AFG amplitude, peak to peak, in volts.
","AFG:AMPLITUDE 1.0 sets the AFG amplitude to 1.0 volts, peak to peak.
","Sets (or queries) the AFG amplitude in volts, peak to peak. The minimum and
maximum allowable settings are dependent upon the output load impedance setting
(AFG:OUTPut:LOAd:IMPEDance) and the selected function (AFG:FUNCtion).
NOTE. The AFG:OUTPut:LOAd:IMPEDance command must be used before
using any of the amplitude/offset/highLevel/lowLevel/Preset commands, so that
saved setups are recalled with the proper load factor applied.
The following values can be set for AFG:AMPLitude:
AFG AMPLitude Setting Value
Load Impedance
FIFTY Ohm
Load Impedance
HIGHZ
Function
Min Max Resolution Min Max Resolution
SINE
SQUare
PULSe
RAMP
NOISe
DC 1
HAVERSINe
CARDIac
ARBitrary
10.0mV 2.5V 500uV 20.0mV 5.0V 1mV
SINC 10.0mV 1.5V 500uV 20.0mV 3.0V 1mV
LORENtz 10.0mV 1.2V 500uV 20.0mV 2.4V 1mV
GAUSsian
ERISe
EDECAy
10.0mV 1.25V 500uV 20.0mV 2.5V 1mV
1 The DC function does not use the amplitude setting. The DC level is set using :AFG:OFFSet. Ampltude settings that are set when the :AFG:FUNCtion is DC
are remembered and applied when the function is changed to other than DC.
"
ARB,AFG:ARBitrary:ARB<x>:DATE?,,"the date that the data in the specified arbitrary waveform slot 1-4 was
saved.
","MDO3000 only. Requires the MDO3AFG option to be installed.
",,"AFG:ARB:ARB3:DATE? might return 11-11-13, which represents the date that
the data in slot 3 was saved.
",
ARB,AFG:ARBitrary:ARB<x>:LABel <QString>,AFG:ARBitrary:ARB<x>:LABel?,,"MDO3000 series only. Requires the MDO3AFG option to be installed.
","Quoted string that represents the waveform label for one of the arbitrary waveform
slots 1-4.
","AFG:ARBITRARY:ARB4 “Foo” sets the waveform label for arbitrary waveform
slot 4 to “Foo.”
","Sets (or queries) the waveform label for arbitrary waveform slots 1- 4.
"
ARB,AFG:ARBitrary:ARB<x>:TIMe?,,"the time that the data in the specified arbitrary waveform slot was saved.
","MDO3000 series only. Requires the MDO3AFG option to be installed.
",,"AFG:ARB:ARB3:TIME? might return ""14:43:29"", which represents the time
that the data in the slot 3 was saved.
",
ARB,AFG:ARBitrary:EMEM:FUNCtion?,,"the currently selected arbitrary waveform pre-defined function.
The pre-defined ARB function is selected using the command
AFG:ARBitrary:EMEM:GENerate.
This query may also return USER, which indicates that the arbitrary waveform in
edit memory has been altered from one of the predefined functions.
","MDO3000 series only. Requires the MDO3AFG option to be installed.
",,"AFG:ARB:EMEM:FUNC? might return SINE, indicating that the currently selected
arbitrary waveform function is Sine.
",
ARB,"AFG:ARBitrary:EMEM:GENerate {SINE|SQUare|PULSe|RAMP|NOISe[,NR1]}",AFG:ARBitrary:EMEM:GENerate?,,"MDO3000 series only. Requires the MDO3AFG option to be installed.
","<NR1> (Optional) Specifies the number of points for the arbitrary waveform
function. The number of points, if specified, must be >= 2 and <= 131072. The
default number of points is 100.
SINE generates the Sine AFG function.
SQUare generates the Square AFG function.
PULSe generates the Pulse AFG function.
RAMP generates the Ramp AFG function.
NOISe generates the Noise AFG function.
","AFG:ARB:EMEM:GEN SQU will generate a 100 point square wave if the previous
setting of AFG:ARB:EMEM:NUMP is 100.
AFG:ARB:EMEM:GEN SQU 1000 will generate a 1000 point square wave.
","This command generates the arbitrary waveform function specified by the
enumeration argument.
The NR1 argument is optional; it can be used to specify the number
of points; if it is used, it also sets the value that will be used by
AFG:ARBitrary:EMEM:NUMPoints? until the instrument is reset via
TEKSecure.
In the absence of the NR1 argument, the number of points used with the function
is that number returned by the AFG:ARBitrary:EMEM:NUMPoints? query.
To query the arbitrary waveform function set by this command, use
AFG:ARBitrary:EMEM:FUNCtion?.
(This value is not reset by default setup or by power cycle).
"
ARB,AFG:ARBitrary:EMEM:NUMPoints?,,"the number of points in the AFB arbitrary waveform edit memory.
This value will be used with the AFG:ARBitrary:EMEM:GENerate
command in the event that the number of points is not specified. See the
AFG:ARBitrary:EMEM:GENerate command description for more information.
","MDO3000 series only. Requires the MDO3AFG option to be installed.
",,"AFG:ARB:EMEM:NUMP? might return 100, indicating that there are 100 points in
the AFB arbitrary waveform edit memory being used to generate the function.
",
ARB,AFG:ARBitrary:EMEM:POINTS <BlockWfmInDTO> |<NrfWfmInDTO>,AFG:ARBitrary:EMEM:POINTS?,"The query form returns the points data that is stored in the AFG
arbitrary waveform edit memory in the format specified by the
AFG:ARBitrary:EMEM:POINTS:ENCdg command (either ASCII or binary).
","MDO3000 series only. Requires the MDO3AFG option to be installed.
","BlockWfmInDTO – an IEEE488.2 binary block with 4-byte floating point data
values
NrfWfmInDTO – a comma-separated list of NR2 or NR3 data values
","AFG:ARB:EMEM:POINTS
-0.2,-0.1,0.0,0.1,0.2,0.3,0.2,0.1,0.0,-0.1 specifies 10 data point
values to be loaded into edit memory.
","Specifies which points to load into the AFG arbitrary waveform edit memory.
The point data to be loaded may be specified as an IEEE488.2 binary block with
4-byte floating point data values, or as a comma-separated list of NR2 or NR3
data values. The data values must be in the range of -1.0 to 1.0. The minimum
number of points is 2 and maximum is 131072.
Upon successful transfer of the data points, the AFG:ARBitrary:EMEM:
NUMPoints? query will return the number of points loaded into arbitrary
waveform edit memory and the AFG:ARBitrary:EMEM:FUNCtion? query will
return USER. Note that the output, if turned on, will not change unless or until the
AFG function is set to ARBitrary using the AFG:FUNCtion command.
Point values may be coerced to the nearest valid step size.
Refer to the AFG:ARBitrary:EMEM:POINTS:ENCdg command description
for more information.
NOTE. If a waveform does not specify points that extend to values of -1.0 and
1.0, then the waveform will not utilize the full available amplitude range. The
resulting amplitude will be the fraction of the range specified by the points. For
example, ""AFG:ARBitrary:EMEM:POINTS 0.5,-0.5"" with 1.0Vpp amplitude will
result in a 500mVpp Square waveform.
"
ARB,AFG:ARBitrary:EMEM:POINTS:ENCdg {ASCii|BINary},AFG:ARBitrary:EMEM:POINTS:ENCdg?,,"MDO3000 series only. Requires the MDO3AFG option to be installed.
","ASCii – ASCII NR3 format
BINary – IEEE488.2 binary block in 4-byte floating point format.
","AFG:ARB:EMEM:POINTS:ENC ASC sets the data encoding format for the
:AFG:ARBitrary:EMEM:POINTS? query to ASCII.
","This command specifies the data encoding format for the AFG:ARBitrary:EMEM:
POINTS query (either ASCII or binary).
The default format is ASCii. Note that this setting is volatile: it defaults to ASCii
upon power-up.
Refer to the AFG:ARBitrary:EMEM:POINTS command description for more
information.
"
AFG,AFG:FREQuency <NR3>,AFG:FREQuency?,"Query response is returned in high precision NR3 format (up to 12 digits with
more than 4 trailing 0 digits after the decimal point is omitted).
","MDO3000 series only. Requires the MDO3AFG option to be installed.
","Floating point number that represents the AFG frequency, in Hz.
","AFG:FREQUENCY 100.0E3 sets the AFG frequency to 100 kHz.
","Sets (or queries) the AFG frequency, in Hz. The following frequency values
can be set for each AFG function (use the command AFG:FUNCtion to select a
function):
Frequency
Function Min Max Resolution
SINE 0.1Hz 50MHz 0.1Hz
SQUare
PULSe
ARBitrary
0.1Hz 25MHz 0.1Hz
LORENtz
GAUSsian
ERISe
EDECAy
NOISe 1
DC 1
HAVERSINe
0.1Hz 5MHz 0.1Hz
SINC (Sin(x)/x) 0.1Hz 2MHz 0.1Hz
CARDIac
RAMP
0.1Hz 500kHz 0.1Hz
1 DC and NOISe waveforms do not use the frequency setting. Frequency settings that are set when the
AFG:FUNCtion is DC or NOISe are remembered and applied when the function is changed to other than DC
or NOISe.
"
AFG,AFG:FUNCtion {SINE|SQUare|PULSe|RAMP|NOISe|DC|SINC|GAUSsian|LORENtz |ERISe|EDECAy|HAVERSINe|CARDIac|ARBitrary},AFG:FUNCtion?,,"MDO3000 series only. Requires the MDO3AFG option to be installed.
","SINE
SQUare
PULSe
RAMP
NOISe
DC – The DC level is controlled by AFG:OFFSet.
SINC (Sin(x)/x)
GAUSsian
LORENtz
ERISe
EDECAy
HAVERSINe
CARDIac
ARBitrary
","AFG:FUNC LOREN specifies to generate the Lorentz function.
","Sets (or queries) which AFG function to execute.
NOTE. The DC level is controlled by AFG:OFFSet.
"
AFG,AFG:HIGHLevel <NR3>,AFG:HIGHLevel?,,"MDO3000 series only. Requires the MDO3AFG option to be installed.
","Floating point number that represents the AFG high level value, in volts.
","AFG:HIGHLEVEL 1.0 sets the AFG high level value to 1.0 volts.
","This command sets (or queries) the high level value of the output waveform, in
volts, when using the arbitrary function generator feature. The high level value
is constrained by the requirements for amplitude and offset; updating this value
changes the amplitude and offset values.
To set or query the amplitude or offset values, use the commands AFG:AMPLitude
and AFG:OFFSet.
NOTE. The AFG:OUTPut:LOAd:IMPEDance command must be used before
using any of the amplitude/offset/highLevel/lowLevel/Preset commands, so that
saved setups are recalled with the proper load factor applied.
The following values can be set for high level:
AFG:HIGHLevel Setting Value
Load Impedance
FIFTY Ohm
Load Impedance
HIGHZ
Min Max Resolution Min Max Resolution
SINE
SQUare
PULSe
RAMP
NOISe
DC 1
HAVERSINe
CARDIac
ARBitrary
-1.245V 2.5V 1mV -2.49V 5.0V 2mV
SINC (Sin(x)/x) -1.241V 2.5V 1mV -2.482V 5.0V 2mV
LORENtz -1.239V 2.5V 1mV -2.478V 5.0V 2mV
GAUSsian
ERISe
EDECAy
-1.24V 2.5V 1mV -2.48V 5.0V 2mV
1 When the :AFG:FUNCtion is specified as DC, a change to the AFG:HIGHLevel value results in a corresponding change to :AFG:OFFset. A corresponding
change to :AFG:AMPLitude is remembered but is not applied until the :AFG:FUNCtion is changed to a function other than DC.
"
AFG,AFG:LEVELPreset {CMOS_5_0V|CMOS_3_3V|CMOS_2_5V|ECL|TTL|USER},AFG:LEVELPreset?,"Once any of the vertical settings are changed from the preset values, or the output
load impedance is changed, the query form returns USER.
","MDO3000 series only. Requires the MDO3AFG option to be installed.
","CMOS_5_0V – standard 5-volt CMOS levels. Not available when the load
impedance is 50 Ohm.
CMOS_3_3V – standard 3.3-volt CMOS levels
CMOS_2_5V – standard 2.5-volt CMOS levels
USER– user-defined.
ECL – -1.7 to -0.9 volts (note the full range is not available in 50 Ohm – actual is
-1.65 to -0.85. See table below.
TTL – 5.0 volts. Not available when the load impedance is 50 Ohm.
Note: The TTL standard power supply is 5V. Since the Typical standard is >2.6V
for high, this is unachievable in 50 Ohm mode. See table below.
","AFG:LEVELPRESET CMOS_3_3V sets the AFG preset levels to standard 3.3 volt
CMOS levels for the AMPLitude, OFFSet, HIGHLevel and LOWLevel settings.
","Sets (or queries) the AFG preset levels to values that correspond to the logic
standard specified by the argument. The presets set the following vertical controls:
AMPLitude
OFFSet
HIGHLevel
LOWLevel
Note that once any of these vertical settings are changed from the preset values, or
the output load impedance is changed, the query form returns USER.
NOTE. Specifying a level preset attempts to set the High and Low level values
to valid levels for the selected logic standard. Because some waveforms (e.g.,
LORENtz, SINC, etc.) have limited amplitude/offset ranges, these values may not
be achievable. In such cases they are limited to by the maximum levels specified
by the commands AFG:HIGHLevel and AFG:LOWLevel.
NOTE. The AFG:OUTPut:LOAd:IMPEDance command must be used before
using any of the amplitude/offset/highLevel/lowLevel/Preset commands, so that
saved setups are recalled with the proper load factor applied.
The AFG:LEVELPreset command sets the high level and low level values as
follows:
AFG:HIGHLevel and AFG:LOWLevel Setting Values
Load Impedance
FIFTY Ohm
Load Impedance
HIGHZ
LEVEL Preset High Low High Low
TTL N/A N/A 5.0V 0V
CMOS_5_0V N/A N/A 5.0V 0V
CMOS_3_3V 2.5V 0V 3.3V 0V
CMOS_2_5V 2.5V 0V 2.5V 0V
ECL -0.85V -1.65V -0.9V -1.7V
"
AFG,AFG:LOWLevel <NR3>,AFG:LOWLevel?,,"MDO3000 series only. Requires the MDO3AFG option to be installed.
","Floating point number that represents the AFG low level value, in volts.
","AFG:LOWLEVEL 1.0 sets the AFG low level value to 1.00 volts.
","This command sets (or queries) the low level value of the output waveform, in
volts, when using the arbitrary function generator feature. The low level value
is constrained by the requirements for amplitude and offset; updating this value
changes the amplitude and offset values.
To set or query the amplitude or offset values, use the commands AFG:AMPLitude
and AFG:OFFSet.
NOTE. The AFG:OUTPut:LOAd:IMPEDance command must be used before
using any of the amplitude/offset/highLevel/lowLevel/Preset commands, so that
saved setups are recalled with the proper load factor applied.
The following values can be set for low level:
AFG:LOWLevel Setting Value
Load Impedance
FIFTY Ohm
Load Impedance
HIGHZ
Min Max Resolution Min Max Resolution
SINE
SQUare
PULSe
RAMP
NOISe
DC 1
HAVERSINe
CARDIac
ARBitrary
-2.5V 1.24V 1mV -5.0V 2.49V 2mV
SINC (Sin(x)/x) -1.518V 1.248V 1mV -3.036V 2.496V 2mV
LORENtz -1.233V 1.266V 1mV -2.466V 2.532V 2mV
GAUSsian
ERISe
EDECAy
-1.25V 1.24V 1mV -2.5V 2.5V 2mV
1 When the :AFG:FUNCtion is specified as DC, a change to the AFG:LOWLevel value results in a corresponding change to :AFG:OFFset. A corresponding
change to :AFG:AMPLitude is remembered but is not applied until the :AFG:FUNCtion is changed to a function other than DC.
"
AFG,AFG:NOISEAdd:PERCent <NR3>,AFG:NOISEAdd:PERCent?,,"MDO3000 series only. Requires the MDO3AFG option to be installed.
","Floating point number that represents the AFG additive noise level, as a
percentage.
","AFG:NOISEADD:PERCENT 50 sets the AFG additive noise level to 50 percent.
","Sets (or queries) the AFG additive noise level as a percentage. Minimum is 0.0%,
maximum is 100.0% and increment is 1.0%.
The maximum noise percent is limited when AFG:AMPLitude is greater than
50% of its maximum setting value for the current function, in accordance with
the following formula:
Noise Percent Max = 100.0 * (Amplitudemax/Amplitude – 1.0)
"
AFG,AFG:NOISEAdd:STATE {0|1|OFF|ON},AFG:NOISEAdd:STATE?,,"MDO3000 series only. Requires the MDO3AFG option to be installed.
","1 orON turns on the AFG additive noise state.
0 or OFF turns it off.
","AFG:NOISEADD:STATE ON turns on the additive noise state.
","Sets (or queries) the AFG additive noise state.
"
